rating,kast,impact,firepower,kpr,apr,dpr,kd,adr,0kpr,1kpr,2kpr,3kpr,4kpr,5kpr
1.09,70.7,1.15,70,0.6991068915218671,0.15,0.6712900171456355,1.0414379383958523,77.4,0.5328454077846303,0.29449548327660774,0.12332062338459963,0.04017708626557822,0.008368093763594953,0.000793305524989124
1,71,0.95,33,0.6161374845869297,0.17,0.6645345252774353,0.9271715180331671,70.1,0.5696670776818742,0.2869143033292232,0.10835388409371147,0.028668310727496916,0.0054716399506781754,0.0009247842170160296
1.12,72.5,1.15,67,0.7183745237862655,0.14,0.6339747973038976,1.1331278890600924,73,0.5152876819380678,0.30780502100224677,0.12855328709582886,0.04063690534336231,0.007033310540197324,0.000683794080296962
1.05,71.2,1.02,51,0.6572843077265395,0.16,0.6656283028313956,0.9874644827009861,73.9,0.5488679979974411,0.29504366690771544,0.11420147966846526,0.03448851310007232,0.00661956944985259,0.0007787728764532459
1.06,72.6,1.05,55,0.6673745686222459,0.21,0.6602070613220069,1.0108564535585043,74.3,0.5428723121847624,0.2954605787098487,0.12052030793735068,0.03451022033448367,0.005840191133528006,0.0007963897000265463
1.11,69.9,1.18,81,0.7248662734878617,0.17,0.6933662506286289,1.0454305683766318,81.6,0.5184931193709139,0.3016961550770356,0.12718877154482697,0.04283820234992913,0.008640790015087094,0.0011429616422072876
1.03,70.7,1.09,54,0.6793461687031126,0.12,0.6240063431394474,1.0886847163848434,72,0.5312379287210035,0.3071746599711306,0.12033667432451664,0.034379002581983044,0.006180494846199199,0.0006912395551670157
1.19,75.5,1.21,88,0.763879128601546,0.21,0.6671820098383696,1.1449336423004002,82.6,0.4903724525650035,0.3208713984539705,0.13380182712579058,0.04539704848910752,0.008573436401967675,0.0009838369641602248
1.07,72.6,1.05,69,0.7095857315426704,0.13,0.6298822804898269,1.12653705862445,75.6,0.5202160164854687,0.3059286103413155,0.12667282503138397,0.039176674009332293,0.007271607570051399,0.0007342665624481868
1.06,70.7,1.11,64,0.6828936801136715,0.19,0.7011181812565639,0.974006520398273,77.3,0.5300549823932785,0.3061098412306172,0.12293816025205412,0.03354543769691728,0.006486686847470192,0.0008648915796626923
1.12,72.5,1.11,64,0.7107571398498351,0.11,0.6146703155334129,1.1563225389093954,72.3,0.5208289476761865,0.3052417374219353,0.1252543681145183,0.0403246555797254,0.0077187565784857205,0.0006315346291488317
1.1,72.4,1.13,66,0.6908096411612671,0.16,0.6578109034080664,1.0501644736842106,76.1,0.5377171365029753,0.29145879665805136,0.12273847448458255,0.0392498647592715,0.008054336719360462,0.0007813908757588507
1.03,71.6,1.13,65,0.6927140408553205,0.14,0.6618618112338082,1.0466143069412015,75.6,0.537638034224058,0.2919722386130546,0.121329624322122,0.03939419483548287,0.008429570934839417,0.0012363370704431143
1.12,72.1,1.17,81,0.7293413173652694,0.16,0.6862275449101797,1.0628272251308901,79.2,0.5205089820359281,0.2940119760479042,0.13203592814371257,0.043488023952095806,0.008982035928143712,0.0009730538922155689
0.94,70.2,0.97,37,0.6317216667070189,0.14,0.6620584461177155,0.9541780947156702,70.2,0.5598382684066533,0.29116529065685304,0.11241314190252524,0.03106311890177469,0.005084376437546909,0.00043580369464687796
1.04,70.2,1.09,51,0.6558742338464417,0.18,0.6864268001684368,0.9554904232840297,73.6,0.546904973564778,0.295653394469658,0.11893510503906798,0.03242408646423057,0.005333832405371263,0.0007486080568942123
1.07,72.9,1.02,44,0.6637790460660415,0.15,0.6218915613534448,1.067354965585054,69.1,0.5403587443946188,0.3030982470444354,0.11659192825112108,0.032511210762331835,0.007236037505095801,0.00020383204239706482
1.11,73.2,1.07,80,0.7428794159029547,0.13,0.6190630109898467,1.2000061426948,77.5,0.5021865612047002,0.3131535916644484,0.13423584439289654,0.04125945925390729,0.008346959729246681,0.0008175837548009279
1.06,68.7,1.13,67,0.7020148462354189,0.15,0.689289501590668,1.0184615384615385,75.9,0.5291622481442205,0.3008635055294652,0.12028480533252538,0.039539463717618545,0.008786547492804121,0.0013634297833661567
1.07,71.2,1.15,65,0.6865520728008089,0.18,0.7090856565072945,0.9682216337339581,76.5,0.5399874813423853,0.29226250662044395,0.11984207231932206,0.03803745967547788,0.008859357696566999,0.0010111223458038423
1.1,69.8,1.21,79,0.7149796069707082,0.18,0.7197256210604375,0.9934058008345783,81.7,0.5238783833889507,0.299962921764924,0.12458286985539488,0.04171301446051168,0.008602150537634409,0.001260659992584353
1.07,70.2,1.18,65,0.6840532664428788,0.17,0.7098380611605002,0.9636751026347243,76.9,0.5402264930465897,0.29255966653141025,0.12080858755394887,0.03674056586373529,0.008668707809214651,0.000995979195101258
1.12,72.3,1.17,77,0.7194380656490612,0.16,0.6733756585168175,1.0684052156469408,78.1,0.5203295961096852,0.29771714169931107,0.13341438155702642,0.04002881714620199,0.007744608041784862,0.0007654554459903643
1.15,72.1,1.22,87,0.7420967808587132,0.17,0.6815157651142609,1.0888915837982052,82.5,0.5144840695896524,0.2945163023265424,0.13707177982561264,0.0431009545849002,0.010000413240216537,0.0008264804330757469
0.98,70.4,0.98,30,0.6067386831275721,0.18,0.6859996570644719,0.8844591639067675,69.7,0.5724022633744856,0.28660836762688613,0.10858196159122085,0.026920438957475996,0.005229766803840878,0.000257201646090535
1.13,74.6,1.2,87,0.744969512195122,0.24,0.6766768292682926,1.1009236314485245,82.6,0.5092987804878049,0.30152439024390243,0.1339939024390244,0.0461890243902439,0.008079268292682927,0.0009146341463414635
1.14,73.4,1.11,81,0.736366054801809,0.15,0.6338919925512104,1.1616585529629009,78.7,0.5076882149507848,0.3080074487895717,0.1343974461292897,0.040755520085129025,0.008459696727853152,0.0006916733173716414
0.98,69.8,0.91,35,0.6307430516165626,0.17,0.683494044242768,0.9228215767634855,69.8,0.554736245036869,0.30005672149744755,0.10947249007373795,0.03176403857061826,0.003403289846851957,0.0005672149744753262
1.19,72.9,1.2,83,0.7641159551922495,0.09,0.5996442627914017,1.2742821079204796,77.1,0.4936042991220103,0.3119891008174387,0.14119739630638814,0.04405086285195277,0.008212231304874357,0.0009461095973357554
1.06,73,1.01,54,0.677683324064511,0.17,0.6572654325891794,1.0310649099480238,71.8,0.5405577182807658,0.2964169381107492,0.11805831413362994,0.03606896003813458,0.007547469611503933,0.0013505998252164933
1.02,70.9,0.97,40,0.636520494907836,0.15,0.6560895547512836,0.9701731879409878,71.1,0.5592963555256292,0.29025334567797323,0.11278511909771904,0.030637151754902787,0.006354683949162529,0.0006733439946132481
1.08,72,1.06,57,0.673413090191068,0.16,0.6476566583425286,1.0397686513629842,75,0.5347581160346129,0.30457634008943607,0.12041930425692549,0.03350949532493176,0.006214065857483013,0.0005226784366107207
1.15,71.6,1.26,87,0.7685919214798037,0.13,0.6188270016129586,1.242014196983141,79.5,0.49517828340025394,0.3086070215175538,0.14121967123099627,0.044356360890902224,0.009694910600912866,0.0009437523593808985
1.05,70.5,1.16,77,0.7178478075714412,0.15,0.6743516696525595,1.0645006750577066,78.9,0.5223648271608564,0.29865781667596697,0.12793327263649446,0.041880818819935973,0.008135334371053482,0.0010279303356926781
1.15,73.6,1.11,78,0.734731914524728,0.14,0.613497464349183,1.1976119824784512,78,0.5009752503142473,0.31905855836331326,0.13298079840492394,0.038966668111481945,0.007281869013046682,0.0007368557929868666
1.05,70.1,1.1,61,0.6814533292794163,0.15,0.6932198236546062,0.9830263157894736,74.9,0.543599878382487,0.2891456369717239,0.1193067801763454,0.0390392216479173,0.00796594709638188,0.0009425357251444208
1.3,74.9,1.45,99,0.8632348268191928,0.17,0.6716237686685732,1.2852952308856926,90.5,0.46266285351128056,0.3078487448363521,0.15144582141722276,0.06151890689545599,0.014680648236415635,0.0018430251032729584
1.04,73.1,0.98,35,0.6222985758390599,0.17,0.6368887560999901,0.9770914777169664,69.8,0.5689672343392093,0.2832387212429041,0.11134349168409521,0.030176277263220794,0.005527337914550344,0.0007469375560203167
1.06,68.8,1.16,73,0.7088716623600344,0.14,0.7174131495836922,0.9880940470235118,77.5,0.5239018087855297,0.29816250358886015,0.13149583692219352,0.03875968992248062,0.0069623887453344815,0.000717772035601493
1.16,73.1,1.2,83,0.7345900439238653,0.17,0.6379209370424598,1.1515377553362405,80.9,0.5064055636896047,0.3103587115666179,0.1349926793557833,0.03945827232796486,0.008052708638360176,0.0007320644216691069
1.07,71.5,1.12,74,0.7226944613101262,0.14,0.6490420292788235,1.1134786788971753,76.3,0.5157694123996492,0.30454361465290425,0.1310632125750523,0.03995479997301491,0.007943736085812588,0.0007252243135667544
1.1,70.8,1.13,76,0.708652855671283,0.16,0.6711685933386746,1.0558492496589358,79.9,0.5291289916447293,0.2948952729769944,0.12492846514822022,0.041432986150852696,0.008469726450726795,0.0011445576284765937
1.06,74.4,0.99,50,0.658905352283036,0.21,0.6505392601552263,1.012860241710567,74.2,0.5403689144239492,0.3063199274266707,0.11440378994053019,0.03225481302288076,0.006249370023183147,0.00040318516278600947
1.06,71.7,1.17,82,0.7273220015610095,0.16,0.6652285144393374,1.0933415898054297,81.3,0.5174529529095482,0.2991284363888648,0.13231723180990373,0.041908767669759775,0.008151938253403868,0.0010406729685196426
1.08,71.5,1.24,88,0.7508807985907222,0.16,0.6816096594245449,1.1016287521873738,83.1,0.5042021432765708,0.3065362595419847,0.13573473282442747,0.04271873165002936,0.009541984732824428,0.0012661479741632414
1.03,71.3,1.05,45,0.649548264384213,0.16,0.6691631003328579,0.9706875111032155,70.8,0.5580123632905373,0.28506894912030434,0.11554921540656206,0.03340466000951022,0.006657156443176415,0.001307655729909653
0.98,72.4,0.9,30,0.6201127157449806,0.17,0.6606199365973935,0.9386830178619034,66.8,0.5672772102853118,0.2862803804156393,0.11209933075026418,0.028178936245156744,0.005723846424797464,0.0004402958788305741
1.12,72.8,1.19,73,0.7036362765294879,0.18,0.6838020409140996,1.0290058151755062,79.3,0.5281943180184928,0.2991903415896134,0.12341302160686053,0.040003832702534374,0.00838403679394433,0.0008144492885545921
1.03,70.7,0.99,48,0.6596755310252551,0.14,0.6547917711991972,1.0074584929757344,71.1,0.550627195183141,0.2886770362936946,0.11861515303562468,0.035122930255895635,0.006389028265596254,0.0005686569660478341
1.11,74.9,0.98,59,0.6804166551236945,0.15,0.5916835194060448,1.1499672253956363,74.6,0.532177189240103,0.30465135606837135,0.1216167548549741,0.034462697731113386,0.00631631437515583,0.000775687730282295
1.06,70.4,1.05,60,0.6758992113868052,0.15,0.6713470539206258,1.0067806322223283,75.4,0.5445919087003911,0.28989549272295956,0.1199589664679105,0.037026351221388726,0.007629672372892223,0.0008976085144579086
1.04,71.5,1.05,51,0.6785707690887268,0.11,0.6084202751361831,1.1152994021062854,70,0.5355184193518604,0.3005631982273105,0.12168774813036654,0.0351029452497461,0.0063890684147354816,0.0007386206259809805
1.1,71.7,1.11,66,0.700848711360274,0.13,0.6517168885774351,1.0753882915173238,75.1,0.5273689947831504,0.30063069376313944,0.12536011835240987,0.037997352643463364,0.007708479327259986,0.000934361130576968
1.12,72.6,1.1,76,0.7251354872821346,0.14,0.6496025076949223,1.1162756896601842,77.4,0.5116604037237759,0.3091942519402534,0.13121966878788452,0.03910720018127915,0.007912079611760485,0.0009063957550465471
1.02,72.4,0.96,32,0.6158211271704336,0.19,0.6566592297992045,0.9378092916758992,70,0.565525269182268,0.29192938209331654,0.10883693859734213,0.028955281792608402,0.004413619167717529,0.0003395091667475022
1.07,70.5,1.28,89,0.7530346783879789,0.17,0.6987299072346733,1.0777192597469094,83.8,0.5054815874881807,0.30362116991643456,0.13508471544299916,0.044926017735299376,0.009966522705783139,0.0009199867113030589
1.13,72.3,1.1,78,0.7204716628971696,0.15,0.6448694582903318,1.1172364478343775,80.2,0.5130541709668212,0.3097209108276059,0.13019037790123186,0.03855866142596781,0.007685382402670121,0.0007904964757032125
1.05,70.3,1.13,63,0.6806598091001761,0.17,0.7009544991196367,0.9710470650449498,75.2,0.5406357149476415,0.28950050968399593,0.12751366879807247,0.03419516263552961,0.007228245760355852,0.0009266981744045964
1.12,73.1,1.18,70,0.701180744777475,0.16,0.6628606029150989,1.0578102570794727,77.5,0.531594654210458,0.2965269668266943,0.12179404005017085,0.04048267808485792,0.008390640543229098,0.0012110202845897668
1.06,73.9,1.04,52,0.6819557977596125,0.14,0.5812897366030881,1.1731770833333333,69.9,0.5295186194368756,0.30563124432334243,0.12488646684831971,0.03390856796851347,0.005449591280653951,0.0006055101422948834
1.11,73,1.09,73,0.7060753181997114,0.15,0.6544744784149061,1.0788431657561024,78.4,0.5269977693216114,0.2991733368324367,0.12478677338931898,0.03969295368061934,0.008496260333289594,0.0008529064427240519
1.09,70,1.1,63,0.7139328322909549,0.1,0.6292111210385242,1.1346475108586702,71.3,0.514216639512272,0.31166237452041834,0.12928995637777896,0.036316812950018394,0.007830977032637831,0.0006832396068744416
1.11,71.5,1.1,70,0.7331647170407841,0.12,0.6253556749920961,1.172396359959555,73.3,0.5023711666139741,0.31900094846664556,0.12867530825165982,0.04299715460006323,0.006955422067657287,0
1.12,73.5,1.18,87,0.7480526457158205,0.15,0.6349494135553765,1.1781295166919308,82.5,0.5077222669889874,0.3045483033396007,0.13186050675978153,0.044766765153550006,0.010027755394395202,0.0010744023636852001
0.96,70.1,1.02,45,0.6440886699507389,0.16,0.6592061112300992,0.9770672009530514,72.7,0.5543656743057043,0.2928535732133933,0.11381809095452274,0.03305490112086814,0.0054615549368173056,0.0004462054686942243
1.21,73.9,1.23,85,0.7721298495645289,0.14,0.6033254156769596,1.2797900262467192,78.3,0.4806017418844022,0.32660332541567694,0.14180522565320666,0.042596991290577986,0.007838479809976246,0.0005542359461599367
1.01,69.8,1.06,43,0.6428362999708199,0.17,0.7059235482929677,0.9106316137566137,71.4,0.5548292967610154,0.29279252990954185,0.1140355996498395,0.032039684855558796,0.005660927925299096,0.0006419608987452582
1.1,71.9,1.12,76,0.716311856760186,0.15,0.6832087974058931,1.0484523318200578,78.1,0.5292259974622867,0.2916960383476667,0.12522204990836036,0.04246440152262794,0.010179049767376287,0.00121246299168194
1.12,71.4,1.12,70,0.7290469728902619,0.1,0.6176631925397696,1.1803309339067027,73.4,0.5059040910009528,0.31434593065219274,0.1326616046424344,0.039495337356006584,0.007073360856887144,0.0005196754915264024
1.1,70.7,1.13,65,0.7106961806102208,0.1,0.637897918700211,1.1141221185645886,72.9,0.5232847381844516,0.30114298309140713,0.12790075254258634,0.03825687206776032,0.008092194338612677,0.0013224597751818382
1.14,74.4,1.08,69,0.7201408373218903,0.14,0.5981185014028718,1.2040103016924208,74.8,0.5103152335368872,0.3159487264124993,0.12603840017604664,0.03939043846619354,0.007592011883149035,0.0007151895252241844
1.13,72.5,1.12,76,0.7179798681013537,0.15,0.634444058775888,1.1316677304641196,79,0.515156774268194,0.309788267962513,0.12674997107485828,0.039685294457942846,0.007462686567164179,0.0011570056693277796
1.1,74.2,1.09,64,0.7009035589157293,0.13,0.565945970864835,1.23846373151957,74.5,0.519454176654988,0.3114973262032086,0.12608334869998156,0.03515120781855062,0.007283791259450488,0.0005301493638207634
1.11,72.4,1.12,69,0.7025215889464594,0.16,0.6604835924006909,1.0636472987814445,76.5,0.5266666666666666,0.3001727115716753,0.12659758203799654,0.037927461139896375,0.007806563039723662,0.0008290155440414508
0.98,70,1.01,45,0.6483660130718955,0.19,0.6978524743230625,0.9290875033449291,72.6,0.5478991596638656,0.29971988795518206,0.11746031746031746,0.026704014939309056,0.007469654528478058,0.0007469654528478057
0.85,67.2,0.87,16,0.5666820185538523,0.14,0.6867886045134548,0.8251185515160224,66.2,0.5966510954668071,0.27505099019672347,0.09826304362129087,0.025396407658398578,0.004276597144548983,0.0003618659122310678
1.08,72.8,1.08,59,0.6822458897735498,0.18,0.6585668493433978,1.035955409012404,74,0.538724020266777,0.29541929479888324,0.1203598386929997,0.03660428083962362,0.008168751938786061,0.0007238134629304105
1.1,72.3,1.18,87,0.7503479368813094,0.15,0.6600411643634225,1.1368199097172724,82.1,0.5056355973733215,0.30369499166911695,0.13601881799470744,0.04482995197490934,0.008977751641674017,0.0008428893462707047
1.09,70.8,1.1,60,0.710276101663924,0.1,0.6336624611446334,1.1209060741595729,70.1,0.5202505028341562,0.3051289083927592,0.12771987566282683,0.03826110806363138,0.008273907478515268,0.00036569756811117204
1.07,73.1,0.96,51,0.6841301359401253,0.12,0.5938597831067665,1.1520061728395061,68.5,0.5295555216129525,0.3034977852451505,0.1252482052848633,0.03665801130288682,0.005040476554146938,0
1.12,73.7,1.08,55,0.6990344325013663,0.1,0.5741482965931863,1.2175154688243695,68.8,0.5196757150664967,0.31116779012570595,0.1278010566587721,0.03397704499908909,0.00655857168883221,0.0008198214611040263
1.12,70.4,1.18,82,0.7291050792797635,0.15,0.6885245901639344,1.0589383294301327,81.2,0.5136313416345666,0.30475678581026605,0.13168503090567052,0.039983278091313565,0.008689420406700708,0.0012541431514825764
1.18,72.2,1.24,89,0.7489320042719829,0.19,0.6536727186424588,1.1457293274031044,85,0.5080099679601282,0.3003441319568055,0.1378011154622048,0.04349115936869586,0.009255962976148096,0.0010976622760175627
1.17,72.7,1.25,85,0.7392756680731364,0.18,0.6670182841068917,1.1083289404322614,82.1,0.5121308016877637,0.30215658696671355,0.13162212845757149,0.04348335677449602,0.009610876699484294,0.0009962494139709329
1,73.7,0.81,15,0.5802199916621236,0.13,0.5859282301253889,0.9902577855618193,63.5,0.5843247923548087,0.2862136420485521,0.09912452297726325,0.025975691883398006,0.003976525671038707,0.0003848250649392297
1.04,70.7,1.03,53,0.6722298795469527,0.13,0.6612033319350392,1.0166764852494676,71.8,0.5400011985377839,0.2969976628513214,0.12108227961886499,0.035266974291364536,0.005992688919518188,0.0006591957811470006
1.07,72.2,1.05,62,0.6848037851377679,0.19,0.6688700250487059,1.0238219078331425,75.1,0.5383384358474812,0.2939743946562761,0.12211244085722238,0.03680768160311717,0.007653771221820206,0.001113275814082939
1.18,73.5,1.27,80,0.7415102450207767,0.16,0.6311076085399054,1.174934725848564,77.6,0.5053732626450781,0.30928499785069496,0.13447485313082103,0.04105172660839662,0.008955437741796819,0.0008597220232124946
1.18,74.4,1.12,63,0.7107996947082768,0.1,0.5413203867028494,1.3130850272196766,72.2,0.5118088534599728,0.3160405359565807,0.12896455223880596,0.036422998643147894,0.0062542401628222525,0.0005088195386702849
1.19,73.9,1.2,87,0.7552193645990923,0.15,0.6306101865859809,1.1976009596161536,81.2,0.5060514372163388,0.3009581442259203,0.1367624810892587,0.0453857791225416,0.009631870902672719,0.001210287443267776
1.13,74.7,1.08,72,0.7193399732421585,0.16,0.6428571428571429,1.1189732917100244,76.2,0.5202170358257767,0.3042217927753828,0.12397799910807195,0.04021108963876914,0.010331499925672663,0.001040582726326743
1.12,72.6,1.19,75,0.7167687468962093,0.2,0.6972355570269823,1.0280151946818614,79.4,0.5166363184903162,0.31071014732660157,0.12398609501738123,0.038238702201622246,0.008773381890415493,0.0016553550736633008
1.08,70.6,1.1,69,0.6950838932334692,0.16,0.6722105958806036,1.034026981266044,76.9,0.5351543855784411,0.29147850350625987,0.12604178140030106,0.03858721591952124,0.007930388809340235,0.0008077247861365055
1.12,74.3,1.04,58,0.7028531663187195,0.12,0.5940617026212016,1.1831315892229597,70.7,0.5180932498260264,0.3123405242403155,0.1268847135235444,0.03444676409185804,0.007770818835536999,0.00046392948271862676
1.14,75.3,1.04,74,0.7136584600909519,0.16,0.6058752809576081,1.1778966439478906,77.5,0.5220845747739271,0.29993204746223406,0.12989388949871936,0.03909884480685798,0.008311118080602165,0.0006795253776592965
1.03,70.3,1.21,82,0.7288342177801946,0.16,0.7043072249620281,1.0348242811501598,81.2,0.5159294192653153,0.3012807290592361,0.13144818016463838,0.04194715820660429,0.008494440173264077,0.000900073130941889
1.05,72.5,1.03,66,0.6920011240834888,0.13,0.6270853026083847,1.103519921779516,76.1,0.5360600873719439,0.294203305827351,0.12165649030477992,0.03875533300973354,0.008558362925682753,0.0007664205605089033
1.12,71.5,1.15,78,0.723698422985526,0.15,0.6659753726506805,1.0866744517970677,78.6,0.5169151004536617,0.30179304385396416,0.13100021602938,0.04199611147116008,0.0075610282998487795,0.00073449989198531
1.08,71.9,1.06,65,0.6983159117305459,0.17,0.6762485481997678,1.0326320309145556,75.8,0.5239063104916764,0.30903987611304684,0.12040263259775455,0.03861788617886179,0.007549361207897794,0.00048393341076267905
1,70.4,0.99,36,0.6241003547896604,0.15,0.6763051191079574,0.9228088582455878,70.9,0.5675367460719716,0.2855296502787633,0.10871768879878357,0.032159148504815,0.0056259503294475415,0.0004308160162189559
1.16,73.5,1.14,72,0.732964008979651,0.11,0.5821565645593454,1.2590496330389351,74.2,0.5028966615975089,0.31609819682815554,0.13407922369469186,0.03964805561590267,0.006626113404301542,0.000651748859439496
1.03,69.1,1.05,56,0.6728098048116206,0.12,0.6957784838856105,0.9669885177453027,74.1,0.5451202905129369,0.2930095324557422,0.11597821152973219,0.03649568769859283,0.008624602814344077,0.0007716749886518384
0.99,68.6,0.92,38,0.6327543424317618,0.12,0.6639095671353736,0.9530730897009967,70,0.5659636062861869,0.28267162944582297,0.1105596912048525,0.03487730907085746,0.005307416597739178,0.0006203473945409429
1.09,71,1.16,78,0.7245896109736901,0.16,0.7065999550258601,1.0254594637600445,78.7,0.5134922419608725,0.30711715763436026,0.13064987632111535,0.039689678434899935,0.008151562851360468,0.0008994827973914999
